samids	met1	met2	met3	met4	met5	met6	met7	met8	met9	met10	met11	met12	met13	met14	met15	met16	met17	met18	met19	met20	met21	met22	met23	met24	met25	met26	met27	met28	met29	met30	met31	met32	met33	met34	met35	met36	met37	met38	met39	met40	met41	met42	met43	met44	met45	met46	met47	met48	met49	met50	met51	met52	met53	met54	met55	met56	met57	met58	met59	met60	met61	met62	met63	met64	met65	met66	met67	met68	met69	met70	met71	met72	met73	met74	met75	met76	met77	met78	met79	met80	met81	met82	met83	met84	met85	met86	met87	met88	met89	met90	met91	met92	met93	met94	met95	met96	met97	met98	met99	met100
ind11	12.02943055	11.3934842	10.21277139	10.36659153	11.01259097	10.69429139	13.95560439	9.925348497	9.09772501	7.503808133	12.44994958	10.95059125	10.15301019	7.865213986	12.66171269	12.20281019	11.13686548	14.06449513	11.92730763	10.7958444	12.29566789	6.372992937	10.49835279	7.845284711	11.31325498	9.278031101	9.829908207	14.7125751	12.07132021	8.98327835	12.75151214	12.18443256	11.20747804	12.03752945	9.056519851	14.56041024	9.580118977	13.19415697	12.13716453	9.395071258	8.068238971	5.80048201	10.81169844	14.15456997	13.62834496	12.99700554	13.16449537	10.9604459	11.02013938	12.65103048	9.949699472	13.15483835	11.41067548	5.415362924	8.897045202	11.75619795	6.23653225	11.07186695	11.38286927	3.783250026	9.025037156	12.32727694	7.325877868	9.772812796	9.612944696	10.16352526	8.622511786	10.79435824	8.336094577	10.49768866	8.00974945	12.1281481	10.07222759	8.192507362	7.638701275	9.398649283	11.68120107	8.055532482	7.644347752	9.121027858	13.90440116	6.612381319	6.829790234	8.740018255	10.0746061	13.76436434	10.64409541	6.329512095	10.3613593	9.701991726	10.85248703	8.381952427	12.031994	8.503626458	9.395380375	9.53697128	11.4013611	10.96422763	9.689696194	9.416288907
ind12	8.739587789	NA	9.362324628	9.987595351	12.52309966	6.890864782	8.89193237	7.953028066	11.49577804	11.52744973	9.864149244	12.41031136	13.45285398	8.585975427	11.93861136	9.706701662	10.66694114	10.92631373	10.62827311	9.860836263	10.17738055	10.14670852	12.19270534	9.649967192	10.20849872	8.125756403	11.26093167	10.48266034	8.341730836	10.19503832	12.63360673	10.04732652	9.207849478	7.567901617	12.19633485	7.496020716	8.489847042	12.70757633	8.007907624	11.85511299	10.80004339	12.20935221	12.21917163	9.740101629	9.117517343	11.48125239	13.32024071	8.922351499	9.630194872	8.243788908	8.664426507	9.076294751	8.330607428	8.107351063	9.006193622	11.9369915	7.11620151	8.759999436	8.50189146	9.083405344	9.662203773	8.76018815	9.981944884	7.24043058	13.75623271	8.735550123	8.142423037	6.817583288	10.61104753	10.76789608	9.229976235	10.43884441	10.74782938	11.18030558	7.549080689	9.237997553	6.73707719	8.020220343	6.80694997	9.499075507	11.78459939	9.532342602	8.351095209	7.779483919	8.2232091	11.95564164	10.43116892	8.086123371	10.40926945	8.481751513	7.648406156	4.923611589	14.37894598	11.45952463	9.829303884	8.781899585	6.767669582	13.16491576	7.133131716	8.841734472
ind13	7.927847378	9.07640922	12.27899873	8.264072814	9.880676415	11.05883722	8.25821309	9.575484675	7.266027619	9.96680978	7.275374238	10.49979834	8.713259048	8.524027568	12.38356286	10.39723086	9.267054281	12.61306998	7.001730413	8.961095298	5.021701425	11.74379103	10.2263884	8.229139693	10.12093654	10.15654125	9.667730175	11.06739621	10.90766507	9.02934736	8.803107675	9.377120856	11.21102926	10.90832327	9.609969762	8.28489803	13.90602878	6.550065177	11.04574078	9.6592432	11.92110222	7.2618696	8.149484468	10.59546398	7.715927243	10.88772676	4.858107841	10.26177208	10.78043817	10.54149803	10.89343149	9.624244022	8.918671506	10.79840164	12.41208529	11.4336491	9.514974192	11.29139285	7.599653698	9.914617091	8.457092778	6.55959861	7.420331801	9.479599378	7.532737924	6.857496837	8.1447056	7.335189556	6.560646204	9.821255634	11.06419479	7.955092025	7.465350084	7.986976653	8.094694581	8.413074659	7.54333311	9.334173182	11.64890611	11.0933485	10.96193626	10.39601588	10.38049308	10.36142621	9.525199654	12.15633273	7.816972221	9.818082906	5.868200141	11.15248252	6.670914168	5.824775039	8.636592003	8.890939469	10.39504702	10.1402022	6.826913733	8.318945767	7.572129735	9.374098279
ind14	11.19007065	9.242452278	8.396558048	9.8484745	10.24066695	9.553450377	10.12994485	11.73924439	12.70380231	10.66518292	9.5306963	9.319576225	12.49818521	9.804379437	7.95222183	12.15681529	7.230875692	8.880252026	10.99023869	7.789828279	11.65123629	6.630699221	11.39385312	10.58207176	10.19498496	8.396524101	10.27397998	12.18019119	11.12873032	10.62441463	7.764989614	12.19783325	9.748336048	10.8635359	9.307437838	9.093983324	8.345833645	10.53285307	11.75508145	8.410240657	10.18009588	9.420070528	9.772155164	8.118266606	9.871182996	9.309577415	8.324887815	9.627328642	10.34012672	9.108187251	9.792816229	10.63996667	6.13205944	11.02373549	7.985695706	12.57401473	10.2267619	11.4220492	9.899076125	9.333520165	10.32664118	8.977043185	14.21793511	10.20526943	8.69595003	10.78512222	13.26484067	11.04321594	8.884194718	8.459313521	8.724340238	10.84377249	12.05970344	10.37949013	9.777601089	9.834439064	10.33907311	9.377172111	11.63922588	6.892124452	14.01778226	10.94684737	11.02286246	8.458076256	12.20494782	9.594169081	9.380924228	8.308557376	9.283583188	10.28917964	10.56264568	8.453491819	8.921119696	15.72043374	10.94238497	12.37665135	10.54837472	9.825970158	11.31595048	12.01422112
ind15	9.366983794	9.231640263	NA	9.759158273	10.795428	11.79876166	9.584776308	8.342755243	11.52505834	7.309684136	8.126876335	9.979376201	11.13826818	8.899508545	11.15681834	10.20192475	12.3905304	8.817938349	11.67762272	7.273318003	7.699406729	9.670824375	7.8176756	9.303356211	13.07162939	4.410541463	9.734260731	7.94966133	6.900794221	7.627120213	8.654714166	11.99066156	7.414882923	10.598642	7.648947761	9.351361567	13.33598059	10.03333119	7.887051565	8.802324063	11.24577294	10.84812175	9.421946732	12.27720323	8.192485538	8.218906064	7.72446104	6.596865039	8.796197074	6.009664634	8.651245428	11.15122015	8.399725936	7.97450733	7.507987723	9.929582584	6.700125543	9.613499819	10.50124983	7.424913302	10.11512745	8.788392019	12.54065253	9.750726073	10.16973228	9.718818035	9.021082012	9.034193449	7.859822961	9.310419672	7.145006718	8.818618337	10.2885997	7.837838616	10.34633255	9.745838988	9.043878942	7.698577391	8.296931304	11.0062104	14.62890758	8.5738222	8.158524497	8.174851331	10.73268993	11.31496325	10.70623646	9.27261428	8.717139382	11.09630549	9.862794355	12.18309955	5.219546229	10.39214099	8.262132549	11.02314416	7.823360948	10.3444765	10.17069567	8.938860989
ind16	11.39459171	7.262462271	11.45905956	10.19699544	9.822672457	11.23199582	11.55754891	5.979279798	8.783315313	11.6490359	8.773805716	15.2398009	8.400298348	12.22209422	16.01326541	8.648796569	10.41748191	8.985416008	10.82996973	9.403623668	10.20940629	9.563851214	8.05507633	8.171431597	9.54218335	10.66799217	11.58838289	11.68910488	5.133474016	9.474641836	7.711671789	10.50128032	11.17019789	12.67472522	11.38210757	8.888282484	7.542629133	12.12132474	10.00126433	8.026437026	7.936606741	9.45067458	10.92011262	8.133123104	7.707854002	6.93519977	9.022537222	10.28440918	9.136817072	10.21716326	9.280949776	11.22776612	10.1045662	8.633215423	8.061857043	6.937547832	8.560080338	7.183071233	6.445358145	6.850419489	7.86943855	6.652011414	11.04783358	12.17424781	9.44822778	9.131895259	8.179512023	11.22703883	7.383554173	3.044143242	8.216714175	7.424274902	10.97256802	12.76465762	6.27005883	10.31199495	8.897702523	7.656671969	9.520514374	6.285838119	8.729592446	9.929874718	8.753056153	9.293798181	9.840210637	5.08218854	4.867447978	7.057405844	7.059070587	7.788954194	7.43212091	7.236925212	8.616765954	9.653755826	8.847197755	8.836058198	7.038823694	9.863339987	7.276035182	10.57977946
ind17	10.71116351	10.31961948	7.45398692	13.262089	13.66710577	10.36210973	9.007303717	7.844725642	9.943959465	10.58883847	12.4188968	13.91418627	6.678281506	10.93799524	11.6653234	10.8015731	13.84739508	9.563397074	12.91876639	11.00562677	13.20962687	13.09120977	9.575327014	9.823975391	11.46737263	11.51482231	12.71086386	11.96942257	10.1244445	11.44675452	16.95220045	14.7450859	17.2658326	11.01362774	13.03348175	12.0241315	10.43706451	13.23379085	12.83569591	15.4495632	11.30816512	9.877689608	12.12404232	8.703017132	11.9164194	12.25683113	10.76240919	12.85662525	13.24342992	8.498557141	6.870958539	8.75710501	9.273253209	12.20300147	12.28569899	8.132767342	9.357319979	12.84024586	8.294982633	8.216689443	12.56679053	9.817830906	10.36722503	7.269168502	10.50458918	7.762479838	9.037310525	11.73937031	9.063719211	10.03179156	11.79309859	12.15727595	9.17335949	10.1758477	8.103482063	11.42408084	8.619422862	10.20723975	6.795321687	7.40341369	11.91905027	11.08769824	9.371471559	6.974175355	8.426614726	9.53518628	10.87448205	6.923429459	11.11831073	8.045354343	9.002959112	8.133573686	13.42252514	11.88686041	10.74285381	9.314962654	8.276824712	13.71416095	8.077353673	7.37191901
ind18	NA	7.973461772	10.5063408	9.802574132	14.54667752	11.45578009	9.917330085	8.670643633	10.42785915	8.74486332	7.177851265	11.72591973	11.09581601	11.56072952	12.30675085	10.33104808	10.06849212	5.787822541	12.35564159	12.22395595	6.402182931	11.87922121	9.085808678	11.67693377	14.00324072	7.623186964	14.01334978	10.05776128	9.006460406	10.61215276	10.06888133	10.34179424	11.63026985	9.546334209	8.987764436	11.16789477	13.87222557	9.685924387	9.498474154	9.187905972	11.13151323	8.391348024	12.16990554	12.27740142	7.810091976	9.304324874	10.32396939	7.822422598	7.434815932	8.945248546	10.82676258	11.33190126	11.61356618	8.618300669	11.41454322	7.142857289	11.11400971	8.134623083	11.29458265	9.382225077	12.43679599	8.052292835	10.94598587	10.73484464	11.09931315	11.87944087	11.80678015	11.9111554	8.080356418	10.1210143	11.14167464	10.01441827	10.03455686	12.09337296	11.73152557	10.04704831	9.883937134	15.37563759	11.029166	8.974326705	11.61153114	8.88362237	9.375448438	6.867405825	9.981486137	13.2661741	10.21126622	9.849289629	11.16267274	9.905937527	10.04880237	13.82220712	13.80339198	9.914902244	10.21324949	7.511495171	13.31896566	10.45489145	11.19742375	10.00647821
ind19	9.775059745	8.939937252	NA	11.03662871	12.05746742	8.455620761	10.17523769	9.687894363	6.539640263	9.744811897	7.288617581	4.867591221	9.092671127	10.94604778	9.922228591	11.74884951	8.064000148	10.30509213	12.17060048	8.357019664	5.372160292	9.689327257	7.141574716	10.88887522	11.27599004	10.6221917	11.63449521	11.13888736	7.37223305	8.394066307	8.386117551	11.20699501	10.16319355	9.879320523	7.435869645	9.93552523	7.156444572	6.618853792	10.31211794	9.461977671	9.564471213	11.32280711	7.290787518	7.241450804	8.195788529	11.47375698	7.362679653	11.618256	10.75138462	9.25306782	11.22852009	11.04674468	10.56857144	10.99653789	10.95763884	9.861962859	9.803040109	9.30564876	5.49791726	8.13758729	10.43885078	8.830766505	10.76545107	10.42265675	11.75476636	12.80921325	12.03614238	8.595915923	8.729457765	7.195854651	10.3234071	10.17157757	7.395885981	13.62236734	9.940941954	8.606083539	10.79005947	10.95846172	9.553649291	10.37075311	11.58107049	13.41361989	6.678642953	8.523340854	8.191364986	10.88659287	10.25266279	7.52977687	10.29632144	9.156410765	9.455676877	8.864662373	10.3160567	9.473188639	10.51606073	9.901993137	9.219674706	9.215773946	12.45332546	8.63289943
ind20	7.825062335	7.607288561	14.42616501	9.827380315	10.49006336	14.53833019	9.854156519	7.966986279	9.358611432	7.307456394	12.62442914	9.715455682	10.98608896	12.13186654	11.89009408	8.335080506	9.717423231	11.91318672	11.05985494	14.66853777	10.14893143	9.778053302	12.42714002	9.578805971	11.48017065	7.973072689	9.16693052	7.960112494	10.1013931	9.546697366	9.255572072	8.803634219	10.10758839	14.17656384	10.61002655	8.537250716	15.68004978	8.90152138	10.64406267	7.92939005	12.306438	9.052306445	7.107716972	8.880529914	11.66670915	9.123216424	9.292713924	8.705703539	9.460667245	8.687628045	10.8308464	10.57219295	10.20868681	7.236982047	9.302637605	6.357786087	11.78463943	11.31725792	9.546710873	11.09204307	8.474686922	9.566187763	11.9914056	11.63026183	6.647290424	9.954909323	10.29606024	9.063224971	9.148854801	9.283896558	8.377911903	10.48386001	9.561001265	10.56752828	6.802710611	8.683343197	8.518401258	12.18645641	9.363052173	8.801218542	13.68461587	7.487500064	8.642332867	16.02660596	10.18218968	10.65180858	6.716797858	11.77732435	9.388229277	11.06772622	10.59502305	7.246741717	10.18820372	9.984976441	7.874385541	8.895624424	12.89749876	12.52811286	11.54360822	11.78836837
ind21	13.07184727	7.444527308	NA	9.028520875	9.543057759	4.69088342	11.51172491	9.315348613	9.301453908	11.18995479	10.42983796	8.731784397	9.488106629	13.53657447	8.7246312	7.027854317	12.73802134	12.38703425	8.688637372	13.09983609	11.03826683	6.932722439	11.23432542	9.02884886	6.101701226	8.87918351	8.546372487	11.90825481	8.552799175	11.41257661	10.67630779	10.89319294	5.233217022	10.25054078	11.71499787	11.77105739	8.918674904	10.6154829	12.48579146	9.710159277	7.099262381	10.46669109	9.6798005	13.0588106	9.225835901	13.44430456	10.8507275	9.192483985	8.151242582	8.022539165	11.90078814	12.65986986	12.14920019	12.09701246	10.97609573	9.820842544	15.02938181	9.090567165	11.56495197	13.44804781	6.250992886	10.33836742	11.49881944	10.29719696	13.01580421	10.64801723	15.15230644	13.07515027	9.690706035	10.36063435	12.65709251	10.61179666	13.50457767	9.809955587	9.942181721	12.61448372	13.16294977	8.70305186	11.23623219	11.97834388	11.80576709	10.37363686	10.03566251	8.365697987	11.81612422	7.795813652	6.746392871	12.95669289	9.575196583	9.609562137	12.20818036	11.21167829	8.57632371	11.07200094	13.27432022	8.910558739	7.184083961	9.764861928	11.08105201	12.64335971
ind22	NA	10.33200095	9.884961596	10.02538481	8.822984849	9.772793004	11.33147451	10.37478565	7.952662629	10.97462486	8.197611843	11.68439326	9.728203553	7.404459505	12.34210346	11.21175823	9.246369626	11.45823795	10.93259688	10.93426538	10.71318912	7.755424083	10.65391826	9.554830727	11.32730069	11.27928095	7.190904032	9.734988156	9.098242709	9.50704156	8.379323667	6.638363252	6.563411622	11.22779845	12.6523246	12.65127732	8.270680035	7.683693584	10.31346268	10.53268759	11.73954037	7.543268504	12.50570083	9.6725477	10.44046136	7.823603122	10.46705855	11.36760551	8.044208137	9.379221519	9.190071722	7.658712266	10.24977877	8.002786389	12.20793899	11.62607723	10.855633	13.2830164	11.33786659	11.7033315	9.294448994	8.021404577	8.577371339	4.888351385	7.515307883	12.74962	7.98509878	10.64317648	9.037843015	13.74814012	9.89483014	8.944083971	13.18133721	7.808894781	15.47711295	7.950367455	9.964648852	7.648140204	11.33588414	11.55895955	9.058986246	6.825197272	8.993097204	9.679326437	12.17387309	11.87097175	11.99954412	13.80172284	7.590741033	11.97661292	8.679220577	14.55146075	11.48834898	8.470280148	11.50620429	8.510870376	11.73326978	9.208833652	5.971203384	10.90535312
