"","metab_id_1","metab_id_2","metab_id_3","metab_id_4","metab_id_5","metab_id_6","metab_id_7","metab_id_8","metab_id_9","metab_id_10","metab_id_11","metab_id_12","metab_id_13","metab_id_14","metab_id_15","metab_id_16","metab_id_17","metab_id_18","metab_id_19","metab_id_20"
"id_82",0.0704889777116477,0.0607822248712182,0.634800509782508,0.542531613726169,0.756650132825598,0.223780001047999,0.0790056816767901,0.55507810274139,0.526272569317371,0.678197727771476,0.0115217631682754,0.886936112074181,0.0832873454783112,0.0351509910542518,0.990823732689023,0.165509229060262,0.301251735771075,0.172052733367309,0.901508652605116,0.0101157331373543
"id_81",0.45978519320488,0.969038863666356,0.539560914039612,0.219422545982525,0.669603545917198,0.572148679522797,0.115337409544736,0.449411387788132,0.203040049877018,0.435486800502986,0.996445707278326,0.651127086719498,0.259927998995408,0.595240236725658,0.25379104912281,0.857806453481317,0.0945155306253582,0.669716468313709,0.198526436695829,0.256950867827982
"id_80",0.70158511842601,0.120237128576264,0.140103549929336,0.489427804015577,0.546522794291377,0.400169178377837,0.12941628950648,0.766166528686881,0.848107680445537,0.37730994191952,0.76568966708146,0.592863264260814,0.874846625607461,0.836191128008068,0.735269893193617,0.156551897292957,0.0268755068536848,0.930354031501338,0.421812117565423,0.470981482882053
"id_79",0.0869401679374278,0.0883633010089397,0.283711776835844,0.801148736150935,0.811463657766581,0.565465380670503,0.738748542033136,0.0260977216530591,0.370494215050712,0.46118402434513,0.314662610646337,0.327822093851864,0.852059136377648,0.362249210244045,0.977608161047101,0.0883316337130964,0.310483304318041,0.850974758388475,0.884361858014017,0.926862747175619
"id_78",0.992944016121328,0.880764114903286,0.583030595211312,0.40763065777719,0.75916680204682,0.829623878700659,0.757098533445969,0.195171431871131,0.303325170883909,0.801851871656254,0.812011744361371,0.0756893679499626,0.842904664576054,0.332188533386216,0.558046241756529,0.893417771905661,0.742438868619502,0.781073235208169,0.238200846593827,0.995291978819296
"id_77",0.253098994027823,0.508370629744604,0.165025892201811,0.103711566887796,0.0200684661976993,0.64211381948553,0.992455308558419,0.881234564818442,0.770597046939656,0.662966975243762,0.99121921742335,0.591387242078781,0.946903674630448,0.64473633072339,0.392708159517497,0.300620508380234,0.960092212306336,0.685842331266031,0.291630598250777,0.209982300410047
"id_76",0.0495384356472641,0.337494997307658,0.0963011106941849,0.28056517476216,0.380903700133786,0.391498751705512,0.624552987283096,0.109801593469456,0.733448554994538,0.46600366407074,0.200759592931718,0.178336763521656,0.652681634761393,0.958615136798471,0.82468925928697,0.752086671069264,0.415802662726492,0.591369112022221,0.876395269529894,0.545186908217147
"id_75",0.686324946815148,0.894334625452757,0.428613091353327,0.361466220580041,0.0508801136165857,0.709579854737967,0.288690108573064,0.968550927937031,0.838905998272821,0.053259436506778,0.646037220256403,0.741350124124438,0.488155565224588,0.596203628461808,0.112384460866451,0.401606647996232,0.522235407261178,0.403273216914386,0.619072475004941,0.645392872393131
"id_74",0.786927352659404,0.0319716280791909,0.355761565733701,0.259244841057807,0.797902937280014,0.108824073104188,0.199911774368957,0.385198592906818,0.569048842415214,0.23719791835174,0.437550728907809,0.293876208132133,0.187756700674072,0.510280017973855,0.535777904093266,0.448558106087148,0.0675197287928313,0.128348112571985,0.857298753689975,0.90110798063688
"id_73",0.353606075979769,0.237229697406292,0.844933539861813,0.47068183356896,0.923699213191867,0.273622734239325,0.800917848711833,0.85859140730463,0.02628083829768,0.233239737572148,0.938028261531144,0.639185810694471,0.71303306077607,0.155264135915786,0.443831584881991,0.159673980204388,0.629841805435717,0.82016446441412,0.477284332504496,0.73232174734585
"id_72",0.366441444959491,0.686490351101384,0.260132473660633,0.365845473250374,0.542598370462656,0.593866932671517,0.727762710303068,0.887384754605591,0.486127228243276,0.230653600767255,0.98800330539234,0.124822397250682,0.0850699706934392,0.845851005520672,0.273957212688401,0.144515851279721,0.353413787204772,0.716720472322777,0.894230959936976,0.609710701974109
"id_71",0.287100130692124,0.225818423321471,0.023144492181018,0.121272054268047,0.852364600170404,0.160184813430533,0.217047974700108,0.48909149854444,0.542681032791734,0.0617262739688158,0.456319560995325,0.255265783751383,0.461199405603111,0.214380425633863,0.157357535790652,0.149180392036214,0.42471465212293,0.788324852474034,0.169069356750697,0.224372133612633
"id_70",0.0799729123245925,0.318494588136673,0.862399539677426,0.046993680531159,0.583562863292173,0.853430238785222,0.744238505372778,0.718091808957979,0.836660116910934,0.497118609258905,0.230614943196997,0.82057468732819,0.935907306615263,0.669873244827613,0.871838073711842,0.514434259850532,0.963768790708855,0.0183160011656582,0.621070137713104,0.916171013377607
"id_69",0.365454269573092,0.173983816755936,0.334587961202487,0.262796304188669,0.668323643505573,0.847739157732576,0.866653708275408,0.486705572577193,0.728664538124576,0.24412508867681,0.695489268517122,0.803780392976478,0.845293667865917,0.61775645124726,0.562044856371358,0.492827306268737,0.680998486932367,0.174490140983835,0.722760529723018,0.802761024795473
"id_68",0.178013814613223,0.80142958369106,0.631788871716708,0.968641167972237,0.511314596515149,0.477886812528595,0.52940575638786,0.988708860939369,0.555113806854934,0.758185538928956,0.556632344610989,0.0458346307277679,0.716186716919765,0.0499997769948095,0.550689758267254,0.616342768538743,0.718463884433731,0.598648968385532,0.190216163406149,0.312408612575382
"id_67",0.536053720628843,0.14628205797635,0.546426258748397,0.488495482364669,0.762750589288771,0.773692122427747,0.598638546885923,0.0647511295974255,0.0734143974259496,0.547302677528933,0.584710089489818,0.87553172186017,0.123806348303333,0.949398775584996,0.592365285614505,0.447422890691087,0.170629765372723,0.0806388228666037,0.568715502275154,0.227251196280122
"id_66",0.503948712022975,0.822717391652986,0.376444493187591,0.477822029730305,0.90336228790693,0.295400080503896,0.937632332323119,0.157662777928635,0.136502299224958,0.948066896293312,0.433631246909499,0.128009089967236,0.594827461289242,0.582552031613886,0.727812862722203,0.0556767152156681,0.203609089134261,0.707315941806883,0.671531327534467,0.657595203956589
"id_65",0.945035103475675,0.330997828627005,0.185873015085235,0.748792881146073,0.820474512176588,0.0656281118281186,0.950724098365754,0.785348618403077,0.684608696261421,0.0861721923574805,0.426175052765757,0.608831403544173,0.98985280143097,0.860954337054864,0.638925284612924,0.00539630954153836,0.876549711916596,0.563668774208054,0.919210898689926,0.735731156310067
"id_64",0.341321283951402,0.374169387854636,0.428940591169521,0.667640231316909,0.071431849617511,0.44053312484175,0.660532301291823,0.542188289808109,0.0996219362132251,0.947882584994659,0.596854395465925,0.469566873274744,0.6154084878508,0.51846724934876,0.614450164837763,0.221834201132879,0.837522525573149,0.282807909185067,0.325559697812423,0.465094254584983
"id_63",0.464713774155825,0.629745423793793,0.630773598561063,0.0494155967608094,0.00389634305611253,0.462098857853562,0.0722865809220821,0.416547345230356,0.203785905148834,0.722398868063465,0.452085584867746,0.55729108559899,0.273077666992322,0.266127483453602,0.0524168505799025,0.850963223958388,0.720627042464912,0.392056765733287,0.546752070309594,0.863605329301208
"id_62",0.0825311816297472,0.0966337430290878,0.520842351252213,0.695105244405568,0.0521986158564687,0.340934370178729,0.826331578660756,0.998882649000734,0.365980138303712,0.922004604712129,0.956608658656478,0.730392784578726,0.0637068431824446,0.597377663478255,0.565157752949744,0.267346206121147,0.28106337110512,0.672728167846799,0.00499117863364518,0.675000583287328
"id_61",0.860106846084818,0.0219937153160572,0.659621337195858,0.363261566730216,0.86656017974019,0.185140318702906,0.47954407799989,0.255673117004335,0.846195757621899,0.613840943668038,0.844430350000039,0.469858688767999,0.072303275577724,0.795576084172353,0.587341380305588,0.598600273253396,0.209990896750242,0.162179667269811,0.370116141391918,0.161467888858169
"id_60",0.395660639973357,0.993044780334458,0.729360931320116,0.884133607381955,0.576245168922469,0.506997726857662,0.391228783410043,0.507875671144575,0.236872595502064,0.160966501338407,0.222768602659926,0.988610059022903,0.873511214042082,0.689286037581041,0.62856707512401,0.608599697239697,0.49415031960234,0.108501903479919,0.637621424626559,0.0120903067290783
"id_59",0.735899350373074,0.583938845666125,0.486822873353958,0.775297229643911,0.313842572038993,0.019191030645743,0.299122775672004,0.0789711775723845,0.704877850599587,0.18294069217518,0.420170177007094,0.984668384538963,0.36282499670051,0.480631644604728,0.621890645008534,0.992158440407366,0.521752808243036,0.533444229979068,0.609607010148466,0.866068027447909
"id_58",0.171743405982852,0.781823065131903,0.384456615662202,0.139203641330823,0.959465783787891,0.77368603949435,0.244308249559253,0.813668364426121,0.107608830789104,0.730183562031016,0.41998293553479,0.393284681020305,0.945622149156407,0.465929388767108,0.082270042039454,0.191189960809425,0.219831811729819,0.103199100354686,0.818292169133201,0.100712787825614
"id_57",0.454761631321162,0.891896122600883,0.00683350884355605,0.295009271241724,0.591193757019937,0.55966507922858,0.421810131752864,0.38217916013673,0.779068868607283,0.589525650488213,0.0207908488810062,0.608847137540579,0.558318939991295,0.618412335170433,0.0776426121592522,0.753390584606677,0.763106702361256,0.0934180852491409,0.117891796631739,0.312232244526967
"id_56",0.770204759435728,0.754865453578532,0.00368422758765519,0.12608278542757,0.531409335788339,0.64146263920702,0.937770176911727,0.802182707935572,0.25510568334721,0.312482362613082,0.380447969539091,0.345483730081469,0.512661150889471,0.449270514305681,0.687094689812511,0.242387337144464,0.0245196530595422,0.639925142051652,0.66335767111741,0.434495053021237
"id_55",0.0626499983482063,0.979203730123118,0.994936440140009,0.58990162378177,0.383936671540141,0.468432118650526,0.264485116582364,0.197923636762425,0.548043326009065,0.772794398944825,0.422348427586257,0.437112562125549,0.9477716635447,0.602707532700151,0.830303592374548,0.327452220022678,0.711485945153981,0.564042437123135,0.201607255265117,0.615756064187735
"id_54",0.815081495093182,0.0441470679361373,0.107886880170554,0.561675608856604,0.319553229492158,0.279223810648546,0.568568754009902,0.946399770211428,0.0339015207719058,0.336298202164471,0.191426063422114,0.22913196333684,0.109801595564932,0.0046089740935713,0.145909875165671,0.00353549467399716,0.840887599159032,0.305536519503221,0.586859541479498,0.339224056806415
"id_53",0.301142524462193,0.90340088470839,0.41866915835999,0.688721120124683,0.808386255288497,0.461216570343822,0.202184567693621,0.345672474242747,0.806109476136044,0.855676691047847,0.705329281743616,0.00607224809937179,0.818907550536096,0.994994512526318,0.783530072309077,0.997424143599346,0.930821072077379,0.266009031329304,0.695069978712127,0.579978102818131
"id_52",0.364671027986333,0.865500814048573,0.717884546611458,0.311270809033886,0.0419194984715432,0.792738341726363,0.192805626895279,0.522050247294828,0.337752807186916,0.580528493504971,0.0135204752441496,0.0238768882118165,0.377342106774449,0.406462448416278,0.486450079130009,0.438059504376724,0.662091647274792,0.632500789593905,0.528288147877902,0.829674802720547
"id_51",0.312112791929394,0.775407591369003,0.742539132246748,0.605586841469631,0.363742694724351,0.585565576329827,0.718611745163798,0.111688006436452,0.916285858023912,0.415722651407123,0.731203105766326,0.0587584283202887,0.556641047820449,0.117951637133956,0.989265105454251,0.997688744915649,0.269942219369113,0.830757833551615,0.369521510088816,0.334618145599961
"id_50",0.0373699648771435,0.376816416857764,0.871998823713511,0.991034318925813,0.856596966972575,0.394758985843509,0.313517895527184,0.885974851204082,0.357106417883188,0.932572785299271,0.432724097976461,0.764575645094737,0.313871186692268,0.86953909532167,0.499104954535142,0.196719169151038,0.21823346032761,0.0513556152582169,0.698472405551001,0.382018996169791
"id_49",0.51880492339842,0.042108048684895,0.607867961050943,0.743204915197566,0.697946578497067,0.811237349640578,0.138390127336606,0.95425497321412,0.975365013116971,0.4626988414675,0.731240093009546,0.46904400549829,0.0823428803123534,0.540192956570536,0.562260535079986,0.111476795747876,0.867818171158433,0.99233503616415,0.47370445728302,0.605689934687689
"id_48",0.679013415705413,0.364411081653088,0.756203351309523,0.0758571303449571,0.684486472979188,0.318563093896955,0.0580306977499276,0.0403807631228119,0.384378522634506,0.0993463299237192,0.013941552489996,0.850831880234182,0.779937542276457,0.88159766793251,0.378257020609453,0.250736450543627,0.0245715517085046,0.0220871928613633,0.230807848041877,0.495735892094672
"id_47",0.903233560267836,0.273751269793138,0.847241298062727,0.451168906409293,0.34801505273208,0.581447338219732,0.931099641136825,0.4936161886435,0.488673535175622,0.465449363226071,0.045313308481127,0.581719390582293,0.193234728416428,0.0375398390460759,0.518637197325006,0.680476603098214,0.850026724394411,0.179838889045641,0.454134696628898,0.10926788370125
"id_46",0.0255266984459013,0.85046748071909,0.612779648974538,0.0535369345452636,0.554681829409674,0.455488957930356,0.568338012089953,0.226063704816625,0.490776231279597,0.984083857620135,0.418414376443252,0.186888262396678,0.655585467582569,0.88143396214582,0.0742837921716273,0.577254296746105,0.523933076998219,0.328692074865103,0.0791919191833586,0.84592829993926
"id_45",0.989078270737082,0.362401712452993,0.793224167777225,0.33955551404506,0.137243617558852,0.268803449813277,0.117770360549912,0.858800339279696,0.0122546241618693,0.925272865919396,0.643840002128854,0.609060978516936,0.435147053329274,0.722349669784307,0.538472344167531,0.416347296210006,0.435462701832876,0.854895716765895,0.257680573733523,0.44585653510876
"id_44",0.302887624595314,0.304477790603414,0.0228546834550798,0.73395214881748,0.78493155632168,0.555177204776555,0.564794481499121,0.53093573381193,0.641473200637847,0.43539876351133,0.219793785596266,0.893341733142734,0.197148326551542,0.769810296595097,0.961061000823975,0.729181243572384,0.931294746464118,0.184360313229263,0.554080500733107,0.750375904841349
"id_43",0.939138400601223,0.759135339409113,0.416914549656212,0.00410694046877325,0.886862571584061,0.231230884324759,0.540256182895973,0.0046381508000195,0.512574971653521,0.869720715796575,0.833442652830854,0.794321165885776,0.994660422205925,0.863593708956614,0.527810139581561,0.574189733015373,0.164550395915285,0.795356702525169,0.0217597931623459,0.795538619626313
"id_42",0.687607581727207,0.844834624323994,0.874882387463003,0.771909482311457,0.20409588329494,0.54323289799504,0.819682518485934,0.277560080168769,0.320352118229493,0.300354171777144,0.694767313543707,0.504092833958566,0.446742866421118,0.500742103205994,0.437159451888874,0.5776351490058,0.378788392059505,0.858852138277143,0.211102063767612,0.390698857139796
"id_41",0.447036994853988,0.45792156108655,0.647347015561536,0.462975211208686,0.770622961455956,0.447570141172037,0.70297950389795,0.325203143060207,0.58143315766938,0.797972631175071,0.899124485207722,0.423028273740783,0.0314266642089933,0.925864024320617,0.0322669965680689,0.589999127434567,0.138044937048107,0.472019533859566,0.636393392225727,0.0148478888440877
"id_40",0.816478138789535,0.72963166446425,0.924478986766189,0.720840350026265,0.596362960757688,0.130288136890158,0.567748373607174,0.588706276612356,0.617344408296049,0.800510711967945,0.414240285288543,0.654381287749857,0.937016558134928,0.208074670284986,0.037734180688858,0.222928340081125,0.149721077177674,0.648202839307487,0.716973771108314,0.743414826691151
"id_39",0.0394991978537291,0.104078636039048,0.172225096030161,0.666505717206746,0.957669742405415,0.62172598275356,0.721309266285971,0.249684700742364,0.438274537678808,0.386925696162507,0.411004703259096,0.887738514458761,0.870983954286203,0.0271055938210338,0.047348293941468,0.103492298629135,0.676447247387841,0.32504168455489,0.776862405473366,0.0683851786889136
"id_38",0.739031685516238,0.219983177725226,0.315812789136544,0.572073720628396,0.158688397612423,0.547994283260778,0.75244421348907,0.0431172808166593,0.170368980616331,0.38158969511278,0.250014989404008,0.892016471130773,0.601246283389628,0.315793072106317,0.160959035623819,0.736506026936695,0.562116155866534,0.46613745810464,0.0732085653580725,0.532020630780607
"id_37",0.348719493718818,0.953951247734949,0.804256279254332,0.703812950057909,0.525974274147302,0.149244213709608,0.381422596750781,0.110678787576035,0.71508049662225,0.645515614189208,0.373767039040104,0.178390537854284,0.299015456344932,0.660112249664962,0.469097393332049,0.612403756240383,0.471648442791775,0.94240728369914,0.0987483714707196,0.122630413854495
"id_36",0.829250823473558,0.752037541242316,0.988963411189616,0.65722106047906,0.873151367530227,0.559545869240537,0.28801028127782,0.703753812005743,0.747786548687145,0.861667454242706,0.231892732670531,0.257502424763516,0.809346275171265,0.31469130073674,0.80592397483997,0.951212360523641,0.811100168619305,0.245464298641309,0.94639556040056,0.675769999157637
"id_35",0.535541391698644,0.818955383263528,0.322385551873595,0.289352145045996,0.869706070283428,0.42688557645306,0.531683327164501,0.939021238824353,0.843914708122611,0.656632670899853,0.931603164644912,0.113438504748046,0.952142385067418,0.944461387814954,0.280597516102716,0.959875865606591,0.962388532236218,0.0224570592399687,0.930883407825604,0.0560200677718967
"id_34",0.274545363616198,0.417777101742104,0.00119162839837372,0.0972394556738436,0.0236886432394385,0.447730098385364,0.259646071353927,0.311169018037617,0.534759046975523,0.516326073557138,0.47634475515224,0.797158958623186,0.852053971262649,0.778970579849556,0.754783985204995,0.744836050085723,0.515409884043038,0.967071830527857,0.921451541595161,0.798009385820478
"id_33",0.800948211923242,0.593838493106887,0.992170619312674,0.962421321077272,0.975889693479985,0.83329477161169,0.83179031778127,0.0784929301589727,0.302235261537135,0.148781583411619,0.0476650029886514,0.10953848878853,0.127309735864401,0.339431246276945,0.521825814852491,0.434830145677552,0.703722769627348,0.260048856958747,0.649938648333773,0.662604964571074
"id_32",0.091644694795832,0.798823557794094,0.148352391785011,0.736334029119462,0.490224198205397,0.719587282743305,0.405363884754479,0.321744091343135,0.456518182065338,0.612765902886167,0.773531056009233,0.829071694752201,0.968882349785417,0.481646264670417,0.288947193184868,0.174775137333199,0.180879510007799,0.654107216512784,0.156350366072729,0.24424139666371
"id_31",0.832107774214819,0.888408650411293,0.0493642971850932,0.612723468570039,0.389170323032886,0.456886755535379,0.0726319255772978,0.624905536882579,0.384342534467578,0.0419668189715594,0.331117329420522,0.771046296926215,0.557101008715108,0.415994798764586,0.0173772014677525,0.435288068838418,0.35496694711037,0.0753812375478446,0.91014366876334,0.160372437210754
"id_30",0.276855072472245,0.385191593319178,0.597353482618928,0.119928880827501,0.417554959887639,0.521264262963086,0.953758624615148,0.440241849515587,0.249046854674816,0.498358992626891,0.552876470610499,0.943689404521137,0.00536444736644626,0.776333899470046,0.668349529849365,0.762458187760785,0.0499027892947197,0.969246099004522,0.922061887802556,0.057999900309369
"id_29",0.753110099583864,0.0903220842592418,0.321328443475068,0.550259046489373,0.0929258204996586,0.24245707760565,0.217183782951906,0.801345300627872,0.654626744799316,0.739508221624419,0.676330528920516,0.466957593569532,0.135763919679448,0.485427005914971,0.0669759646989405,0.919029311044142,0.152553702704608,0.918539323844016,0.169240613933653,0.0152111938223243
"id_28",0.964152570115402,0.625743637094274,0.527929000323638,0.262756277807057,0.161809210199863,0.0758608346804976,0.405625266721472,0.279283805051818,0.95532370172441,0.753899779403582,0.277334370883182,0.939855647506192,0.00584710156545043,0.01529910415411,0.836386426817626,0.906697582919151,0.0992717186454684,0.868152536218986,0.0733673155773431,0.833354771602899
"id_27",0.0814665600191802,0.745636217296124,0.795422020368278,0.898360831197351,0.405416495166719,0.391295091249049,0.62566831544973,0.570713193388656,0.291082957293838,0.0630937411915511,0.0528556783683598,0.78518294240348,0.816874062176794,0.642451295163482,0.135343155823648,0.815512828994542,0.280148076126352,0.424378974828869,0.566228931071237,0.2618772177957
"id_26",0.854364746483043,0.085378457326442,0.0689325968269259,0.00917994580231607,0.34181444416754,0.0131082159932703,0.628404803806916,0.0421280120499432,0.650189086562023,0.442481933394447,0.42575858370401,0.874607875011861,0.782163587864488,0.234829984838143,0.655878108460456,0.199752942658961,0.387450202135369,0.781031975988299,0.365405296906829,0.055414826143533
"id_25",0.802238217089325,0.300517611205578,0.69502069731243,0.236234935931861,0.415257453219965,0.867499468615279,0.328238664194942,0.190717455465347,0.536359930876642,0.500671699177474,0.610118482029065,0.394462653435767,0.931066285818815,0.747025883058086,0.837947728810832,0.049625585321337,0.634158786386251,0.299905892694369,0.460166618926451,0.348033432848752
"id_24",0.385173604590818,0.614562157308683,0.948631507344544,0.130044595338404,0.304052469087765,0.992615673691034,0.138909491943195,0.727086470695212,0.597451866604388,0.270243100356311,0.976046035066247,0.0996991607826203,0.368689882336184,0.295607374515384,0.257647996069863,0.478948525618762,0.707063608802855,0.289452788420022,0.46473691239953,0.580218408955261
"id_23",0.327597399009392,0.752932057948783,0.277769317384809,0.326233146712184,0.560280537465587,0.7088553882204,0.91465717041865,0.826690050307661,0.0248982694465667,0.598802149062976,0.969800120219588,0.27696142042987,0.974454874172807,0.906218191608787,0.135995285119861,0.590393368853256,0.326018318766728,0.999273833120242,0.77890710812062,0.804218275705352
"id_22",0.204938702983782,0.91705713304691,0.249406585237011,0.72639888827689,0.155874150572345,0.82671549031511,0.599115967284888,0.510721075348556,0.00484173954464495,0.73583762627095,0.0884845573455095,0.722222051117569,0.823743681889027,0.853324017953128,0.763488414231688,0.0966202358249575,0.965183315100148,0.98703720793128,0.823666376294568,0.340265726437792
"id_21",0.56938266265206,0.475750505691394,0.159435480134562,0.991745235398412,0.95657976414077,0.891896269517019,0.749607095960528,0.567726165754721,0.131378254387528,0.713577811839059,0.498380037257448,0.356305179418996,0.787448863266036,0.461963776964694,0.211996233323589,0.950890234904364,0.696454447461292,0.480046341195703,0.282355052186176,0.134850330883637
"id_20",0.888055190443993,0.567119466140866,0.0716300560161471,0.715133527759463,0.0439666253514588,0.53941073268652,0.918954745167866,0.00115581974387169,0.0248171037528664,0.116492936853319,0.395689367782325,0.382711883401498,0.62282583466731,0.0713482482824475,0.26796959922649,0.162743138615042,0.161078194156289,0.762275066226721,0.729978314135224,0.773612920194864
"id_19",0.529714091448113,0.736620346084237,0.557437583105639,0.504439810989425,0.372157742734998,0.555313591845334,0.528765395982191,0.143778103170916,0.0921294519212097,0.57512061833404,0.390331929083914,0.0319686508737504,0.967354928841814,0.577803724445403,0.531831194646657,0.921506262617186,0.369062241632491,0.328611925011501,0.495971685973927,0.877237849868834
